269,MQTT,None,Normal,1589,8,199,127.599,jpg,0.148,UPLOAD,"2015-11-13 11:50:07"
270,AMQP,None,Normal,3293,256,14,63.289,jar,0.299,UPLOAD,"2015-11-12 20:14:13"
271,AMQP,AES,Normal,1589,8,200,35.126,jpg,0.513,UPLOAD,"2015-11-12 20:14:13"
272,MQTT,None,Normal,3293,256,13,75.819,jar,1.273,UPLOAD,"2015-11-13 11:50:07"
273,AMQP,AES,Normal,1589,8,200,32.883,jpg,0.756,UPLOAD,"2015-11-12 20:14:13"
274,AMQP,None,Normal,3293,256,14,67.838,jar,0.304,UPLOAD,"2015-11-12 20:14:13"
275,AMQP,AES,Normal,1589,8,200,34.351,jpg,0.621,UPLOAD,"2015-11-12 20:14:13"
276,AMQP,AES,Normal,1589,8,200,33.711,jpg,0.589,UPLOAD,"2015-11-12 20:14:13"
277,MQTT,None,Normal,54333,128,425,1160.34,exe,63.069,UPLOAD,"2015-11-13 11:50:07"
278,MQTT,None,Normal,3293,256,13,82.109,jar,1.314,UPLOAD,"2015-11-13 11:50:07"
279,MQTT,None,Normal,1589,8,199,138.799,jpg,0.16,UPLOAD,"2015-11-13 11:50:07"
280,AMQP,None,Normal,3293,256,14,69.619,jar,0.327,UPLOAD,"2015-11-12 20:14:13"
281,AMQP,AES,Normal,1589,8,200,34.597,jpg,0.437,UPLOAD,"2015-11-12 20:14:13"
282,AMQP,AES,Normal,1589,8,200,19.689,jpg,0.512,UPLOAD,"2015-11-12 20:14:13"
283,AMQP,AES,Normal,1589,8,200,16.794,jpg,0.241,UPLOAD,"2015-11-12 20:14:13"
284,MQTT,None,Normal,3293,256,13,72.892,jar,1.776,UPLOAD,"2015-11-13 11:50:07"
285,AMQP,None,Normal,3293,256,14,59.852,jar,0.298,UPLOAD,"2015-11-12 20:14:13"
286,AMQP,AES,Normal,1589,8,200,27.387,jpg,0.341,UPLOAD,"2015-11-12 20:14:13"
287,AMQP,AES,Normal,1589,8,200,16.812,jpg,0.217,UPLOAD,"2015-11-12 20:14:13"
288,AMQP,AES,Normal,1589,8,200,17.159,jpg,0.21,UPLOAD,"2015-11-12 20:14:13"
289,MQTT,None,Normal,1589,8,199,126.517,jpg,0.176,UPLOAD,"2015-11-13 11:50:07"
290,AMQP,None,Normal,3293,256,14,64.94,jar,0.287,UPLOAD,"2015-11-12 20:14:13"
291,AMQP,AES,Normal,1589,8,200,17.434,jpg,0.373,UPLOAD,"2015-11-12 20:14:13"
292,MQTT,None,Normal,3293,256,13,70.763,jar,1.433,UPLOAD,"2015-11-13 11:50:07"
293,AMQP,AES,Normal,1589,8,200,24.715,jpg,0.358,UPLOAD,"2015-11-12 20:14:13"
